ID0000id,ssn,first_name,last_name,email,address,city,state,phone
ID000226,716-63-5871,Laura,Graham,lgraham69@rakuten.co.jp,72346 Emmet Place,Dallas,TX,(469) 892-4249
ID000227,462-64-8746,Sharon,Pierce,spierce6a@dmoz.org,9 Clove Trail,Dallas,TX,(972) 930-5410
ID000228,890-27-4530,Katherine,Boyd,kboyd6b@cafepress.com,90 Park Meadow Junction,Dallas,TX,(214) 652-5153
ID000229,875-97-7822,Brian,Perkins,bperkins6c@adobe.com,5988 Havey Street,Dallas,TX,(972) 973-2502
ID000230,867-84-8327,Eric,Cooper,ecooper6d@studiopress.com,7 Granby Road,Dallas,TX,(972) 970-2642
ID000231,907-94-1254,Randy,Stanley,rstanley6e@cbsnews.com,94552 Linden Court,Dallas,TX,(972) 815-8835
ID000232,319-59-2633,Pamela,Gutierrez,pgutierrez6f@cdbaby.com,50236 Goodland Lane,Plano,TX,(972) 968-2569
ID000233,145-92-8000,Keith,Perkins,kperkins6g@mayoclinic.com,9543 Farragut Road,Richardson,TX,(214) 804-0599
ID000234,361-70-3782,Scott,Spencer,sspencer6h@edublogs.org,5 Lukken Junction,Dallas,TX,(214) 701-4621
ID000235,992-96-4866,Todd,Bryant,tbryant6i@lycos.com,418 Onsgard Hill,Dallas,TX,(214) 980-7359
ID000236,916-54-8159,Jose,Anderson,janderson6j@comsenz.com,2705 Ohio Junction,Dallas,TX,(214) 530-2752
ID000237,133-83-4824,Amanda,Davis,adavis6k@studiopress.com,1636 Norway Maple Place,Plano,TX,(469) 913-5733
ID000238,712-12-8661,Richard,Cruz,rcruz6l@sina.com.cn,69 Marquette Park,Richardson,TX,(469) 902-7741
ID000239,325-77-2883,Sara,Walker,swalker6m@bloomberg.com,18924 3rd Circle,Dallas,TX,(972) 932-7544
ID000240,974-70-9717,Gloria,Sanders,gsanders6n@blog.com,36961 Green Ridge Place,Dallas,TX,(214) 937-3306
ID000241,584-04-3187,Jonathan,Harris,jharris6o@freewebs.com,286 Merry Way,Dallas,TX,(469) 873-4473
ID000242,152-31-3951,Juan,Fields,jfields6p@nationalgeographic.com,291 Marquette Parkway,Richardson,TX,(972) 916-7303
ID000243,950-88-3244,Wanda,Mills,wmills6q@twitter.com,79024 Surrey Way,Dallas,TX,(469) 920-6298
ID000244,315-12-0643,Karen,Davis,kdavis6r@discuz.net,83 Holy Cross Drive,Dallas,TX,(972) 890-5755
ID000245,328-21-2988,Scott,Montgomery,smontgomery6s@squarespace.com,96247 Oriole Circle,Dallas,TX,(972) 929-5312
ID000246,752-03-8294,Michael,Stevens,mstevens6t@reuters.com,356 Shoshone Drive,Dallas,TX,(469) 803-5017
ID000247,223-10-5941,Andrea,Baker,abaker6u@ning.com,90 Heath Drive,Dallas,TX,(469) 930-1109
ID000248,383-36-2902,Marilyn,Alexander,malexander6v@goo.gl,443 Dottie Circle,Dallas,TX,(972) 406-2617
ID000249,556-96-7003,Harry,Alvarez,halvarez6w@blogspot.com,636 Express Way,Dallas,TX,(214) 954-5716
ID000250,760-25-1865,Rose,Peterson,rpeterson6x@unesco.org,034 Shelley Drive,Dallas,TX,(972) 861-4171
ID000251,196-06-0978,Barbara,Garcia,bgarcia6y@chicagotribune.com,5690 Acker Road,Dallas,TX,(469) 517-8843
ID000252,140-56-2974,Ann,Berry,aberry6z@wix.com,37940 Morning Hill,Dallas,TX,(972) 918-7984
ID000253,493-92-4232,Paul,Turner,pturner70@eventbrite.com,75287 Pleasure Place,Dallas,TX,(972) 782-6768
ID000254,353-18-9662,Theresa,Day,tday71@skyrock.com,9 American Ash Crossing,Dallas,TX,(972) 909-4722
ID000255,926-42-8995,Andrew,Gilbert,agilbert72@npr.org,8 American Parkway,Dallas,TX,(972) 834-2804
ID000256,741-11-7814,Alice,Turner,aturner73@seesaa.net,4 Namekagon Lane,Dallas,TX,(214) 660-6741
ID000257,700-23-8477,Julie,Smith,jsmith74@nydailynews.com,61345 Namekagon Place,Dallas,TX,(469) 861-2346
ID000258,390-30-8158,Alice,Carr,acarr75@devhub.com,7564 Ohio Plaza,Dallas,TX,(214) 549-1687
ID000259,941-05-7192,Harry,Baker,hbaker76@hostgator.com,7 Straubel Center,Plano,TX,(469) 590-5412
ID000260,949-37-6371,Donna,Cooper,dcooper77@scientificamerican.com,1629 Summer Ridge Plaza,Dallas,TX,(469) 957-3027
ID000261,947-04-7262,Laura,Rogers,lrogers78@google.co.jp,7776 Summer Ridge Court,Dallas,TX,(972) 730-7675
ID000262,443-61-5562,Jessica,Hicks,jhicks79@chron.com,17138 Ryan Circle,Dallas,TX,(469) 815-6162
ID000263,428-09-7397,George,Turner,gturner7a@opera.com,4 Quincy Pass,Richardson,TX,(214) 958-2175
ID000264,354-53-8826,Joan,Watkins,jwatkins7b@phoca.cz,9601 Lerdahl Pass,Plano,TX,(214) 814-9170
ID000265,757-21-3141,Andrea,Gonzalez,agonzalez7c@jiathis.com,127 Russell Hill,Dallas,TX,(972) 809-5959
ID000266,924-17-9942,Billy,Little,blittle7d@spiegel.de,46 Autumn Leaf Junction,Dallas,TX,(972) 986-6001
ID000267,778-68-6617,Teresa,Marshall,tmarshall7e@opensource.org,2 Sheridan Trail,Dallas,TX,(469) 884-2394
ID000268,431-20-0144,Benjamin,Lynch,blynch7f@newyorker.com,53 Tennyson Park,Dallas,TX,(469) 877-9851
ID000269,851-35-0300,Nancy,Dixon,ndixon7g@instagram.com,4 Dwight Street,Dallas,TX,(972) 770-3641
ID000270,583-40-6101,Jean,Dunn,jdunn7h@stanford.edu,4 North Street,Dallas,TX,(469) 995-6149
ID000271,125-98-5061,Anthony,Gardner,agardner7i@bizjournals.com,9823 Donald Terrace,Dallas,TX,(972) 432-3180
ID000272,750-84-1386,Benjamin,Morrison,bmorrison7j@parallels.com,21 Oriole Terrace,Dallas,TX,(214) 409-6322
ID000273,319-09-3742,Anne,Dixon,adixon7k@free.fr,9579 Browning Crossing,Dallas,TX,(972) 907-6080
ID000274,585-90-0674,Denise,Wallace,dwallace7l@ovh.net,6021 Portage Park,Dallas,TX,(972) 940-4355
ID000275,416-38-3510,Linda,Owens,lowens7m@marketwatch.com,13 Monterey Alley,Richardson,TX,(214) 836-3577
ID000276,614-68-5656,Larry,Warren,lwarren7n@princeton.edu,2657 Mitchell Hill,Plano,TX,(972) 938-7212
ID000277,984-48-8111,Edward,Hunt,ehunt7o@wufoo.com,6 Claremont Avenue,Dallas,TX,(972) 763-1900
ID000278,446-20-4077,Harry,Mcdonald,hmcdonald7p@webnode.com,22283 Farragut Place,Plano,TX,(214) 873-3156
ID000279,154-67-1759,Lawrence,Wells,lwells7q@slate.com,841 Delaware Place,Dallas,TX,(214) 976-7034
ID000280,218-70-1729,Martin,Fuller,mfuller7r@altervista.org,53309 Buhler Place,Dallas,TX,(469) 667-3361
ID000281,685-99-2971,Roger,Ellis,rellis7s@mashable.com,74213 Charing Cross Circle,Dallas,TX,(972) 976-7863
ID000282,551-99-0871,Patrick,Moreno,pmoreno7t@youtube.com,490 Rockefeller Lane,Dallas,TX,(972) 955-5269
ID000283,156-64-6797,Andrew,Cole,acole7u@ning.com,30 Sunfield Pass,Plano,TX,(214) 879-7342
ID000284,704-85-7803,Joan,Hudson,jhudson7v@scribd.com,4 Everett Court,Dallas,TX,(214) 954-1417
ID000285,491-79-6292,Chris,Powell,cpowell7w@cloudflare.com,4 Jenifer Circle,Dallas,TX,(469) 726-7925
ID000286,164-90-8064,Anna,Perez,aperez7x@tiny.cc,1241 Graceland Court,Dallas,TX,(469) 996-2325
ID000287,857-94-0950,Debra,Gray,dgray7y@ucla.edu,251 Monterey Hill,Dallas,TX,(469) 973-4499
ID000288,581-46-2753,Annie,Shaw,ashaw7z@de.vu,561 Cody Crossing,Plano,TX,(214) 764-1587
ID000289,300-46-8310,Shawn,Martinez,smartinez80@flickr.com,19 Lunder Park,Dallas,TX,(469) 986-4161
ID000290,691-97-1438,Mary,Graham,mgraham81@shutterfly.com,701 Cordelia Court,Dallas,TX,(214) 687-0840
ID000291,239-90-4011,Janet,West,jwest82@wikimedia.org,2308 Division Center,Dallas,TX,(214) 978-0541
ID000292,702-60-4201,Aaron,Arnold,aarnold83@instagram.com,5886 Banding Trail,Dallas,TX,(214) 955-5863
ID000293,253-17-0796,Justin,Brown,jbrown84@vistaprint.com,611 Green Plaza,Plano,TX,(214) 901-6023
ID000294,547-06-9057,George,Torres,gtorres85@dropbox.com,64206 Calypso Hill,Dallas,TX,(972) 925-4199
ID000295,722-28-9325,Brian,Romero,bromero86@bing.com,4418 Green Ridge Terrace,Dallas,TX,(469) 825-9159
ID000296,488-01-1020,Lawrence,Morris,lmorris87@ucoz.ru,42 Magdeline Pass,Dallas,TX,(214) 942-2979
ID000297,947-93-9771,Patrick,Garcia,pgarcia88@cornell.edu,1 Nevada Parkway,Dallas,TX,(469) 827-6118
ID000298,708-32-6866,Ashley,Moreno,amoreno89@sakura.ne.jp,067 Morning Park,Dallas,TX,(469) 869-6226
ID000299,421-79-0842,Aaron,Ellis,aellis8a@xing.com,1925 Grasskamp Alley,Dallas,TX,(469) 937-9272
ID000300,554-28-3296,Jimmy,James,jjames8b@shutterfly.com,3 Knutson Way,Dallas,TX,(972) 930-8175
ID000301,271-28-4504,Maria,Torres,mtorres8c@live.com,56168 Arizona Drive,Dallas,TX,(214) 931-8328
ID000302,453-78-4845,Chris,Owens,cowens8d@un.org,6 Browning Park,Dallas,TX,(972) 701-4889
ID000303,556-27-9759,Elizabeth,Harvey,eharvey8e@goo.ne.jp,1995 Nelson Park,Dallas,TX,(972) 992-9375
ID000304,212-61-9406,Jane,Baker,jbaker8f@hatena.ne.jp,0062 Sunbrook Junction,Dallas,TX,(469) 754-6653
ID000305,142-06-8429,Lisa,Kelley,lkelley8g@cdbaby.com,272 Larry Drive,Dallas,TX,(469) 930-6637
ID000306,205-62-6313,Jonathan,Diaz,jdiaz8h@foxnews.com,18283 Brown Center,Dallas,TX,(469) 940-2479
ID000307,592-93-9926,Mildred,Allen,mallen8i@merriam-webster.com,5734 La Follette Point,Dallas,TX,(469) 946-2268
ID000308,714-97-1208,Linda,Rogers,lrogers8j@vimeo.com,0590 Northport Drive,Dallas,TX,(972) 947-1564
ID000309,949-18-1878,Gary,Garrett,ggarrett8k@wufoo.com,5285 2nd Court,Dallas,TX,(469) 939-2476
ID000310,454-36-5067,Earl,Hall,ehall8l@ifeng.com,7755 Park Meadow Way,Dallas,TX,(214) 882-0672
ID000311,586-20-4125,Benjamin,Bailey,bbailey8m@sina.com.cn,72101 Elmside Parkway,Dallas,TX,(214) 896-3364
ID000312,853-10-4620,Angela,Graham,agraham8n@pinterest.com,5 High Crossing Crossing,Richardson,TX,(972) 878-1468
ID000313,132-68-7899,Dennis,Hunter,dhunter8o@marriott.com,7 2nd Place,Plano,TX,(469) 967-8745
ID000314,618-21-2736,Matthew,Stevens,mstevens8p@liveinternet.ru,9603 Hansons Way,Dallas,TX,(469) 861-3808
ID000315,852-75-0048,Annie,Freeman,afreeman8q@dot.gov,7466 Gulseth Alley,Dallas,TX,(972) 921-0146
ID000316,652-37-4979,Richard,Lawson,rlawson8r@opera.com,792 Dottie Circle,Dallas,TX,(214) 545-9387
ID000317,953-35-3551,Susan,Allen,sallen8s@github.io,6 Morrow Alley,Dallas,TX,(214) 748-0451
ID000318,269-55-4900,Rose,Coleman,rcoleman8t@theglobeandmail.com,26094 Loomis Alley,Dallas,TX,(469) 819-2212
ID000319,398-57-5624,Kathy,Elliott,kelliott8u@privacy.gov.au,28 Boyd Pass,Dallas,TX,(469) 996-0439
ID000320,769-13-6801,Teresa,Brooks,tbrooks8v@ask.com,57699 Oak Circle,Richardson,TX,(972) 731-4160
ID000321,781-65-2211,Julie,Lane,jlane8w@so-net.ne.jp,8261 Magdeline Road,Dallas,TX,(214) 930-8339
ID000322,880-14-5596,Jessica,Day,jday8x@eventbrite.com,80 Cascade Junction,Dallas,TX,(214) 947-1788
ID000323,472-47-3959,Billy,Cruz,bcruz8y@narod.ru,75 Mosinee Court,Dallas,TX,(214) 797-5929
ID000324,628-10-4874,Martha,Mccoy,mmccoy8z@google.ca,74 Claremont Park,Dallas,TX,(214) 915-1572
ID000325,799-41-8699,Frances,Long,flong90@usgs.gov,0 Schlimgen Alley,Dallas,TX,(214) 951-4800
ID000326,826-57-4791,Carolyn,Duncan,cduncan91@google.com.au,1 Merry Place,Dallas,TX,(214) 279-8556
ID000327,497-33-4483,Ryan,Mendoza,rmendoza92@cyberchimps.com,9 Myrtle Way,Dallas,TX,(214) 867-1887
ID000328,733-61-4241,Jerry,Oliver,joliver93@ezinearticles.com,0 Vera Alley,Dallas,TX,(469) 734-8276
ID000329,669-72-6189,Juan,Smith,jsmith94@ucoz.ru,3 Dixon Parkway,Dallas,TX,(214) 909-9366
ID000330,867-23-4679,Marilyn,White,mwhite95@stumbleupon.com,769 Mayfield Center,Dallas,TX,(972) 933-0968
ID000331,410-60-8961,Anne,Moreno,amoreno96@kickstarter.com,60 Raven Pass,Dallas,TX,(214) 886-0662
ID000332,381-83-9299,Ruby,Greene,rgreene97@mediafire.com,328 Fallview Center,Richardson,TX,(214) 872-7995
ID000333,186-53-8147,Shawn,Rivera,srivera98@smh.com.au,8 American Hill,Dallas,TX,(972) 528-2505
ID000334,100-08-2010,Tina,Hamilton,thamilton99@tinyurl.com,24695 Di Loreto Crossing,Dallas,TX,(972) 755-6424
ID000335,166-29-5051,Benjamin,Graham,bgraham9a@bloomberg.com,08 New Castle Avenue,Dallas,TX,(214) 983-4311
ID000336,869-23-6916,Doris,Bailey,dbailey9b@huffingtonpost.com,5773 Eastlawn Center,Dallas,TX,(469) 801-1479
ID000337,242-20-9101,Jason,Washington,jwashington9c@nydailynews.com,3225 Vera Lane,Richardson,TX,(972) 931-0247
ID000338,456-04-0469,Evelyn,Wilson,ewilson9d@fema.gov,9873 Kim Center,Richardson,TX,(469) 901-5209
ID000339,812-93-7575,Steve,Cunningham,scunningham9e@google.nl,5615 Mcbride Park,Dallas,TX,(214) 883-3172
ID000340,696-31-4035,Henry,Howard,hhoward9f@wired.com,9 Lakewood Avenue,Dallas,TX,(214) 848-6192
ID000341,399-88-0576,Timothy,Crawford,tcrawford9g@earthlink.net,39384 Tony Terrace,Dallas,TX,(972) 729-2932
ID000342,342-52-5404,Todd,Rose,trose9h@fema.gov,8 Mosinee Plaza,Plano,TX,(469) 893-2893
ID000343,699-25-9472,Mary,Nelson,mnelson9i@tinypic.com,8 Colorado Avenue,Dallas,TX,(214) 241-4452
ID000344,188-14-3830,Jason,Watkins,jwatkins9j@jugem.jp,74155 Welch Terrace,Dallas,TX,(972) 915-1343
ID000345,562-73-5031,Kathy,Cole,kcole9k@macromedia.com,8600 Anniversary Pass,Dallas,TX,(214) 993-7915
ID000346,633-54-2851,Albert,Reyes,areyes9l@nbcnews.com,43 Transport Pass,Dallas,TX,(469) 808-4965
ID000347,256-93-5132,Aaron,Harvey,aharvey9m@nsw.gov.au,1807 Prairieview Pass,Dallas,TX,(214) 632-9282
ID000348,973-81-6951,Jack,Ward,jward9n@independent.co.uk,5 Susan Plaza,Richardson,TX,(972) 918-4342
ID000349,324-71-1906,Dorothy,Spencer,dspencer9o@mozilla.com,90651 Bellgrove Junction,Dallas,TX,(972) 892-8862
ID000350,227-59-5562,Lawrence,Hunt,lhunt9p@gov.uk,2 Randy Court,Dallas,TX,(972) 962-4743
ID000351,931-62-4904,Beverly,Fernandez,bfernandez9q@jigsy.com,480 Toban Lane,Richardson,TX,(469) 975-3330
ID000352,625-57-7457,Karen,Johnston,kjohnston9r@usda.gov,3 Coleman Plaza,Dallas,TX,(214) 768-1518
ID000353,285-70-4379,Howard,Gonzalez,hgonzalez9s@usatoday.com,7699 Dakota Terrace,Dallas,TX,(214) 905-6019
ID000354,490-16-4375,Dorothy,Graham,dgraham9t@tinyurl.com,9 Mcguire Alley,Richardson,TX,(469) 619-4224
ID000355,246-40-5583,Barbara,Anderson,banderson9u@marketwatch.com,77 Ronald Regan Park,Richardson,TX,(214) 947-1531
ID000356,697-56-6815,Frances,Willis,fwillis9v@sina.com.cn,61438 Becker Park,Dallas,TX,(469) 900-5979
ID000357,878-94-1305,Martha,Arnold,marnold9w@buzzfeed.com,52279 Hauk Plaza,Dallas,TX,(469) 968-6237
ID000358,721-32-2687,Maria,Medina,mmedina9x@diigo.com,6 Gina Crossing,Dallas,TX,(214) 851-3813
ID000359,842-65-5010,Jonathan,Fox,jfox9y@photobucket.com,32 Springs Road,Dallas,TX,(972) 916-5884
ID000360,657-17-6421,Carlos,Carter,ccarter9z@gizmodo.com,96207 3rd Park,Dallas,TX,(214) 928-7624
ID000361,422-81-7045,Adam,Ferguson,afergusona0@ucoz.com,0 Summerview Court,Dallas,TX,(214) 957-5621
ID000362,644-09-0337,Nicholas,Wheeler,nwheelera1@mozilla.com,756 Pleasure Circle,Dallas,TX,(469) 973-3255
ID000363,903-98-1679,Raymond,Rogers,rrogersa2@who.int,16 Monument Parkway,Richardson,TX,(469) 887-9227
ID000364,847-29-3619,Brandon,Stevens,bstevensa3@narod.ru,94647 Village Junction,Dallas,TX,(214) 693-6689
ID000365,822-62-5312,Lori,Ferguson,lfergusona4@scribd.com,49 Sachtjen Crossing,Dallas,TX,(214) 968-1515
ID000366,629-41-9551,Roy,Turner,rturnera5@abc.net.au,61544 Talmadge Drive,Richardson,TX,(469) 927-5678
ID000367,235-79-8503,Martha,Warren,mwarrena6@meetup.com,94 Vahlen Hill,Dallas,TX,(972) 776-3863
ID000368,265-90-7820,Ruby,Anderson,randersona7@slashdot.org,0482 Haas Terrace,Dallas,TX,(469) 873-2923
ID000369,694-92-0573,Steven,Bailey,sbaileya8@mlb.com,8987 Lawn Park,Dallas,TX,(469) 938-8249
ID000370,143-30-2355,Melissa,Perkins,mperkinsa9@psu.edu,0039 Hanson Court,Dallas,TX,(972) 995-3027
ID000371,344-69-2006,Ruby,Ross,rrossaa@lycos.com,86591 Roxbury Circle,Dallas,TX,(214) 917-1080
ID000372,566-64-7874,Billy,King,bkingab@gnu.org,831 Sutherland Point,Plano,TX,(214) 846-6560
ID000373,163-65-8067,Mildred,Sanchez,msanchezac@storify.com,09 Annamark Circle,Dallas,TX,(469) 877-2424
ID000374,588-45-9557,Linda,Duncan,lduncanad@paypal.com,09159 Charing Cross Way,Dallas,TX,(972) 877-3172
ID000375,142-74-6194,Janice,Montgomery,jmontgomeryae@columbia.edu,661 Grasskamp Alley,Dallas,TX,(214) 905-8688
ID000376,694-58-3169,Robin,Cox,rcoxaf@naver.com,0 Gerald Court,Dallas,TX,(972) 722-1586
ID000377,513-11-0091,Carol,Howell,chowellag@webnode.com,273 Sullivan Lane,Richardson,TX,(214) 831-1374
ID000378,432-49-7884,Doris,Welch,dwelchah@netscape.com,74 Oakridge Alley,Dallas,TX,(469) 983-6603
ID000379,204-46-7713,Debra,Kelly,dkellyai@spotify.com,0 Maywood Street,Dallas,TX,(469) 926-2312
ID000380,597-00-1738,Scott,Morales,smoralesaj@bing.com,823 Sherman Point,Plano,TX,(469) 801-1210
ID000381,221-70-6594,Louise,Murphy,lmurphyak@fema.gov,7113 Carpenter Drive,Dallas,TX,(469) 988-1773
ID000382,300-48-5255,Jack,Cruz,jcruzal@google.com.au,55322 Linden Point,Dallas,TX,(469) 896-0110
ID000383,823-59-7520,Teresa,Carter,tcarteram@zimbio.com,4757 Kingsford Street,Dallas,TX,(214) 964-1732
ID000384,526-53-0309,Eric,Flores,efloresan@behance.net,0 Vera Center,Dallas,TX,(214) 868-2141
ID000385,996-22-6511,Louis,Elliott,lelliottao@mit.edu,02 Jenna Trail,Dallas,TX,(972) 567-4117
ID000386,688-12-7828,Nicholas,Evans,nevansap@patch.com,13 Russell Lane,Dallas,TX,(214) 975-3027
ID000387,389-89-9874,Evelyn,Bailey,ebaileyaq@bbc.co.uk,77832 West Park,Dallas,TX,(972) 978-9540
ID000388,614-07-9273,Arthur,Ray,arayar@canalblog.com,3079 Donald Point,Dallas,TX,(469) 754-2762
ID000389,189-81-8299,Shawn,Burns,sburnsas@feedburner.com,51 Nelson Plaza,Dallas,TX,(469) 978-8065
ID000390,874-30-0223,Henry,Wallace,hwallaceat@list-manage.com,4139 Spaight Road,Richardson,TX,(972) 524-8949
ID000391,841-42-8500,Kathy,Garcia,kgarciaau@imdb.com,3657 Anhalt Trail,Richardson,TX,(469) 867-8069
ID000392,933-68-6811,Kenneth,Sanchez,ksanchezav@ibm.com,06600 Utah Crossing,Dallas,TX,(972) 810-0694
ID000393,124-81-1894,Carl,Bishop,cbishopaw@artisteer.com,01 Goodland Junction,Dallas,TX,(469) 792-3214
ID000394,255-45-0108,Harry,Tucker,htuckerax@yellowbook.com,8 Waubesa Parkway,Dallas,TX,(214) 925-4392
ID000395,694-43-1375,Christopher,Marshall,cmarshallay@liveinternet.ru,34693 Warbler Junction,Plano,TX,(214) 646-3142
ID000396,405-10-9736,Russell,Murphy,rmurphyaz@shutterfly.com,9552 Mandrake Center,Dallas,TX,(214) 843-3552
ID000397,752-91-8139,Jessica,Carr,jcarrb0@goo.gl,9 Sutteridge Pass,Dallas,TX,(469) 949-9851
ID000398,324-70-7021,Cheryl,Moore,cmooreb1@tinypic.com,0 2nd Plaza,Dallas,TX,(972) 272-0101
ID000399,903-05-2325,Lori,Carroll,lcarrollb2@usa.gov,879 Clarendon Alley,Dallas,TX,(469) 989-2206
ID000400,323-48-3150,Frank,Martin,fmartinb3@slate.com,428 Lindbergh Way,Dallas,TX,(972) 802-1808
ID000401,748-29-7839,Joyce,Allen,jallenb4@deviantart.com,5911 Troy Pass,Dallas,TX,(469) 935-7570
ID000402,203-92-3954,Philip,Gonzalez,pgonzalezb5@cbslocal.com,2 Buhler Street,Dallas,TX,(214) 941-2219
ID000403,483-93-2540,Nicole,Bell,nbellb6@delicious.com,69 Manitowish Lane,Dallas,TX,(214) 901-7334
ID000404,235-14-1141,Joseph,Perry,jperryb7@so-net.ne.jp,45 Judy Trail,Dallas,TX,(214) 938-2436
ID000405,138-49-9901,Doris,Peterson,dpetersonb8@engadget.com,56 Oxford Avenue,Dallas,TX,(214) 956-2812
ID000406,311-51-3288,Gregory,Marshall,gmarshallb9@narod.ru,17 Eastwood Terrace,Dallas,TX,(214) 824-0301
ID000407,359-35-2008,Virginia,Kelly,vkellyba@qq.com,37408 Morrow Court,Plano,TX,(972) 839-9825
ID000408,608-20-9205,Beverly,Hawkins,bhawkinsbb@feedburner.com,0 Hovde Terrace,Dallas,TX,(469) 814-1846
ID000409,539-33-7584,Scott,Gonzalez,sgonzalezbc@barnesandnoble.com,623 Westend Way,Dallas,TX,(469) 928-6396
ID000410,407-50-8210,Paul,Mcdonald,pmcdonaldbd@china.com.cn,334 Orin Avenue,Dallas,TX,(972) 994-1541
ID000411,158-21-4344,Dennis,Duncan,dduncanbe@marriott.com,05 Mitchell Hill,Dallas,TX,(469) 906-7817
ID000412,146-55-7699,Mary,Ryan,mryanbf@google.ru,24029 Nevada Way,Dallas,TX,(469) 827-6766
ID000413,870-93-1419,Victor,Smith,vsmithbg@creativecommons.org,0 Helena Point,Dallas,TX,(214) 828-3216
ID000414,752-50-3597,Ruby,Murray,rmurraybh@europa.eu,4920 Westend Court,Dallas,TX,(214) 859-6221
ID000415,894-84-4831,Jean,Garza,jgarzabi@dmoz.org,91 Havey Plaza,Plano,TX,(972) 738-9037
ID000416,327-53-6005,Andrew,Jordan,ajordanbj@umn.edu,38498 Park Meadow Crossing,Dallas,TX,(469) 762-1505
ID000417,868-79-0477,Harry,Marshall,hmarshallbk@ed.gov,24 Heffernan Crossing,Plano,TX,(972) 927-0592
ID000418,409-03-9079,Wayne,Franklin,wfranklinbl@instagram.com,35 Continental Alley,Dallas,TX,(214) 741-9000
ID000419,653-59-9039,Lillian,Gonzalez,lgonzalezbm@123-reg.co.uk,9922 Arkansas Circle,Plano,TX,(972) 872-9248
ID000420,718-47-6143,Rachel,Bishop,rbishopbn@whitehouse.gov,70227 Vernon Way,Dallas,TX,(972) 798-2559
ID000421,841-96-3890,Alan,Lynch,alynchbo@dailymail.co.uk,332 Dayton Plaza,Plano,TX,(214) 930-8850
ID000422,931-94-4929,Carlos,Ray,craybp@cdc.gov,62 Monument Park,Dallas,TX,(469) 942-7494
ID000423,720-85-0355,Frank,Taylor,ftaylorbq@seesaa.net,5 Lien Center,Dallas,TX,(214) 621-5602
ID000424,836-23-8686,Melissa,Burton,mburtonbr@yandex.ru,5 Springs Lane,Dallas,TX,(469) 567-0603
ID000425,999-28-2020,Anne,Nelson,anelsonbs@wp.com,34365 Kropf Park,Dallas,TX,(972) 904-1974
ID000426,919-67-6865,Amanda,Bailey,abaileybt@macromedia.com,29 Continental Point,Dallas,TX,(214) 819-4931
ID000427,362-09-9834,Chris,Duncan,cduncanbu@blogspot.com,35 Alpine Avenue,Dallas,TX,(214) 940-2965
ID000428,762-37-8033,Elizabeth,Gibson,egibsonbv@sitemeter.com,6602 Namekagon Way,Dallas,TX,(972) 863-7573
ID000429,424-50-1775,Keith,Brown,kbrownbw@slate.com,471 Burning Wood Park,Dallas,TX,(214) 849-4296
ID000430,221-74-2881,Karen,Sanchez,ksanchezbx@census.gov,71 Old Gate Point,Dallas,TX,(214) 915-6512
ID000431,467-35-1217,Marilyn,Meyer,mmeyerby@usatoday.com,3981 Lerdahl Point,Dallas,TX,(972) 956-5459
ID000432,142-41-8822,Harold,Little,hlittlebz@bbc.co.uk,81271 Evergreen Lane,Dallas,TX,(469) 888-8096
ID000433,626-74-9990,Henry,Dean,hdeanc0@soup.io,4913 Brentwood Center,Dallas,TX,(469) 950-2072
ID000434,468-99-7446,Joyce,Rivera,jriverac1@indiegogo.com,3 Johnson Pass,Dallas,TX,(469) 982-3317
ID000435,560-85-1499,Marie,Johnson,mjohnsonc2@cbc.ca,6 Graedel Street,Richardson,TX,(972) 701-4623
ID000436,650-87-6068,Aaron,Clark,aclarkc3@geocities.com,5169 Bashford Point,Plano,TX,(214) 931-4554
ID000437,262-55-8913,Anne,Campbell,acampbellc4@163.com,0140 Grover Place,Dallas,TX,(214) 962-1673
ID000438,691-11-1485,Janice,Garrett,jgarrettc5@i2i.jp,439 Prentice Hill,Dallas,TX,(972) 911-1842
ID000439,772-97-8655,Bobby,Johnson,bjohnsonc6@histats.com,7 Moulton Crossing,Dallas,TX,(469) 948-5326
ID000440,807-93-7008,Fred,Welch,fwelchc7@techcrunch.com,0 Lukken Alley,Dallas,TX,(214) 955-3447
ID000441,464-18-8734,Laura,Chapman,lchapmanc8@google.it,304 Lunder Hill,Richardson,TX,(469) 823-5855
ID000442,307-70-2725,Albert,Castillo,acastilloc9@shop-pro.jp,2 Beilfuss Center,Dallas,TX,(214) 705-0297
ID000443,528-91-7558,Julia,Oliver,joliverca@dyndns.org,42421 Farmco Street,Dallas,TX,(972) 780-5174
ID000444,408-53-0520,David,Russell,drussellcb@mlb.com,57840 Laurel Alley,Dallas,TX,(972) 852-7339
ID000445,520-76-6004,Russell,Montgomery,rmontgomerycc@clickbank.net,18 Hagan Pass,Dallas,TX,(972) 389-6002
ID000446,660-90-8261,Joe,Price,jpricecd@google.cn,1 Leroy Park,Dallas,TX,(214) 527-9098
ID000447,799-34-0025,Anthony,Harrison,aharrisonce@creativecommons.org,7123 Bunker Hill Junction,Dallas,TX,(972) 970-2532
ID000448,870-49-6647,Gregory,Hudson,ghudsoncf@uol.com.br,42 Park Meadow Park,Dallas,TX,(972) 883-9738
ID000449,707-63-8293,Michelle,Chapman,mchapmancg@pbs.org,29 Rieder Pass,Dallas,TX,(972) 911-7317
ID000450,469-39-1386,Chris,Bailey,cbaileych@slashdot.org,8 South Court,Dallas,TX,(214) 935-4761
